Text,Emotion
i do when i m feeling a bit weird to reground myself,surprise
i blinded feelings i meant liked stupid i,love
"@cashbingo - I read that as follows: &quot;I'm a what?! What'd I do? Yes, she is rather simple. I miss you dicks too...   &quot;",surprise
i am feeling quite impressed with myself because i went two directions across the top row and down the left column,surprise
Just got the may issue of Total Girl!!! Love it  especially with all the things and info about different countries. And EMMA WATSON!!!,love
"@DarryleP I just have one, he is 14 months. I don't think he realizes that it is Mother's Day tomorrow. LOL!",love
i am feeling very blessed today that they share such a close bond,joy
i feel like throwing away the shitty piece of shit paper,sadness
i am feeling awfully lonely today and i dont want to burden any particular person with this because everyone has their own shit,sadness
i don t feel disgusted with it by then it s safe to try writing,anger
i clumps everybody together in a weird way and i feel liked and respected but unloved by anybody,love
i have a feeling that even if this was the only line up there jesse might make the hike all over again just to finish this amazing project,surprise
i do i hold onto them i look into their eyes and breath them in and i feel immensely deeply thankful,joy
i was left with my integrity and my dignity intact but feeling pissed off,anger
i feel that was one of those episodes where everything just fell into place i really liked how that one turned out,love
i can imagine most young people might feel resentful about the attention their sibling was getting while also feeling guilt at the same time,anger
i had to preform a few poems to the class so i will feel confident when i preform,joy
@tara_louise Lucky me. There are mystery ingredients as well,surprise
i really do feel so peaceful right now as i type this,joy
i wasnt feeling all that hot and i was moving well,love
i start to lose that sense of independence in that i feel a lot more hesitant to do things,fear
"aku kbangun gara2 mimpi @manyolitha, very bad dream",surprise
@nic0pic0 You're welcome. There!  I added you already!,surprise
"It emerged that , in conscious and especially in excited or agitated patients , the drug produced a remarkable state of inactivity or indifferen",fear
i didn t want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,anger
getting back from smackdown/ecw show,surprise
lol i &lt;3 spongebob,love
i feel like i am the only one trying to accomplish everything especially the balance in our extremely distressed world,fear
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger
i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,joy
i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it again,surprise
i ought to consider this change a wee bit of a little step backward but i am feeling so much more afraid than i should be,fear
im even feeling liked by the girls who hate pretty much everyone,love
i listen to the hurricane rain outside the window i feel a little melancholy,sadness
i need to feel confident about my stroke play and when i recently injured my wrist i found the x tremus the best for helping me recover yet still play,joy
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose,anger
i have certainly been in places where i did not feel welcomed and i made a point to go on to a place where i did find that feeling of welcoming,joy
@venzann  I saw you started following me -  Welcome - what do you do in AKL and for whom?,surprise
i feel the less successful pieces were my two front covers as the images i used here were taken from movie stills,joy
The man seemed s,surprise
http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?,love
The priest became agitat,fear
i want them to feel eager to attend a amp m i want them to feel like they belong,joy
i woke up monday feeling like crap and blamed it on the weather,sadness
im feeling playful a href http,joy
i feel terrible about the lady driver though,sadness
i feel a bit frightened that you are touching my car while i am away repeatedly i ask you to stop putting stuff on it,fear
At this stage you are normally expected to experience grief when the main feeling is shoc,sadness
im feeling strong healthy motivated and just overall positive about everything,joy
i feel and yet your still hesitant to tell me,fear
i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,fear
i was feeling very offended at the line of questioning and almost walked out but i stuck around for some reason,anger
i wonder if the people in this room know that the motion of their movements provide me with an embrace of energy that feels as safe and sound as someone s arms around me,joy
i noticed in myself that there are times when i m tired of drama tired of feeling either physically mentally emotionally or spiritually exhausted and just hope to feel my normal self again,sadness
i even feel surprised if its dark outside,surprise
i feel like nine times out of as long as you re determined and keen it tends to work out anyway,joy
i would really recommend taking this approach because the last thing you want is to feel disappointed when your little nugget arrives,sadness
i was still feeling brave,joy
"@Melorailiana Welcome, you were our 10,000th follower! it's very late CA time but we stayed up to meet you",surprise
i left the game feeling a little devastated and sat contemplating my choices for some time afterwards,sadness
i would have liked to go but that i wouldnt leave without reason because that would feel highly uncomfortable,fear
i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world,sadness
i have myself a great tutor to teach me on magic cube and yesterday night i was feeling too thrilled when i finally managed to learn another new pattern to solve for magic cube signing off,joy
i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,anger
"@ElyssaD this is twistory... in the making. Yeah, I stole that one from you",surprise
i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,joy
i thought i might be lonely and feel isolated without my go to people a short drive away,sadness
i feel too disillusioned to hope for anything,sadness
i an asylum seeker who i don t know how they live in this country without feeling assaulted,fear
i remembered seeing these pieces and feeling so impressed by them but seeing them again i was surprised i was blinded by my memories,surprise
i feel energetic and excited to see my results at the end of the week,joy
"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",surprise
i was thinking that i might be ready but was feeling unsure of my assessment,fear
i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,fear
i remember laying in the bath feeling really emotional knowing that i was going to bring my baby into the world on the day that miss cook was laid to rest,sadness
i get upset that i try to rekindle some sort of feeling excitement remorse longing anything but like i said even this feeling becomes a temporary phase,love
i often times feel helpless in regards to my life s path,fear
id feel frantic,fear
i was really uncomfortable but i got over that because it did make me feel pretty once i put everything else together,joy
"@sakka: What, you're not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",surprise
@niccccolle what is it? i cant get onto bebo on this one!,surprise
i read that men would rather feel unloved than inadequate or disrespected,sadness
i feel irritated a lot,anger
i leave sundays feeling utterly drained with not an ounce of anything left to give,sadness
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,love
i remember feeling acutely distressed for a few days,fear
i feel a little tortured and lost,anger
dev.java.net : the slowest website,surprise
i feel a little calmer im more irritable and impatient than before,anger
im feeling frantic i try to remember to breathe and laugh,fear
i will feel awkward about just calling up one of these people out of the blue to hang out or rather to be familiar with them on a deeper level they are not my kith and kin,sadness
i keep reading more and more comments articles that are being posted about my very church my church that was established to show love to those who feel none to show hope in a hopeless world to show joy in places that knows it not my heart literally breaks,sadness
love to but  already got plan  going to queen mary !,surprise
@currykidd rofl. room is too small to dance,surprise
@2TuffDC i dunno what i'm gonna do. i love my skinny jeans!,love
i ended up feeling really proud of the final product,joy
i was feeling more than a little apprehensive as i was traveling on an emergency issued passport kindly supplied by the british consulate in los angeles a week ago,fear
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger
i quickly learned just by moving from sauna to ice cold bath to steam room to shower until you feel like a tortured goldilocks who wants nothing more than to find the middle ground between too hot and too cold,fear
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,anger
i am a follower friendly blog so feel free to leave a comment so i know you have visited,joy
i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being,joy
im feeling a little apprehensive about this party,fear
i had picked oxbow in the kentucky derby two weeks ago but he turned up as the longest bet for the preakness today and i just had a feeling that the lucas stevens combination wouldnt be beaten,sadness
"Always I listen that song I start crying, It makes me remember moments with my friends at primary school",surprise
i feel amazed when i saw the final result even thos without fishes inside,surprise
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear
I love all my friends  @christickell @micahdwhitehead @johndavidwright @vivianleighturn and drew were fun tonight,love
i feel like it here are ten of the many sites that keep me entertained on a daily basis,joy
i see all my friends posting pics and status updates of where they are going or what they are doing and i feel a bit jealous knowing it s not something i can get out and enjoy,anger
i feel for steve irwins family but it was a tragic accident,sadness
i feel like i almost convinced myself this is going to be the pattern,joy
i can see a lot of strain on people i can tell they are feeling pretty shitty or not what they are supposed to be pretending,sadness
The boy gave a nervous smile ; Jean-Paul gestured to the wait,fear
i remember consistently feeling dissatisfied with my progress,anger
i feels at all bitter over his treatment he gave no indication on monday night,anger
im feeling dazed and alot of things in my mind,surprise
i feel so frightened at the thought of opening up my heart,fear
Home from a day of pampering with mom &amp; dinner with family. Am currently snuggied up on the couch with a glass of wine &amp; a new book. Ahhh,love
i was feeling very crappy and it was going down hill the entire week,sadness
"@georgieBOOM it's like triple what i've got, so it's a lot to me as well. Well done",love
i feel a sense of loss when an extremely talented and passionate engineer who wants to work on certain dsp design eventually takes up a job at a financial number crunching software company only because he did not get the right kind of job,joy
i feel so restless so bored and im in danger of giving up on being good at work,fear
"`` We feel at this point actually quite exhilarated , '' said Nicola McIntyre of San Franc",joy
i feel so eager to prove to my friend that im not like that,joy
im old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,surprise
i keep feeling like i should pinch myself to make sure its real because the sheer quantity of awesomeness im about to receive is amazing,joy
i have been thinking about ecology as a metaphor for second language studies for some time now but i feel like the thought of it is more elegant than my words can ever be,joy
i would feel myself being a little bit repressed in my creativity and ideas would not come to me as easily,sadness
@rea_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,surprise
i probably feel the need to move on every years and the fact that ive been here over years now makes me feel totally worthless somewhere,sadness
dammit.  I need new cupcake tins,surprise
i may feel that way but the fact that stories created by adults that are meant for children contain messages that are not so innocent really makes me wonder who exactly is more mature,joy
i decided that i was feeling so horny that i would have to do something before i burst,love
Elaine Morris stared out of the window in astoni,surprise
@Poynter_sex it was indeed  made my life!,surprise
i hear the name i feel loved,love
im feeling really bitter about this one,anger
i had a hard time focusing on my life and walked around feeling dazed and confused,surprise
i spent last night on the couch feeling like i was suffering from hypothermia while the house remained at a balmy,sadness
i am feeling all romantic and stuff i take emily to the club to eat sam s club that is,love
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,fear
i go to little tiny andover and take a walk at night i feel absolutely terrified,fear
"@stacyshow gangstarr exgirl to the next girl, nas one mic, hold on i still can't listen so i guess it dont matter",surprise
Some of the house servants were missing and everybody looked frighten,fear
ive been feeling for years all the things im so afraid of feeling they got him guilty on six counts he was remanded to jail,fear
@RealWizKhalifa courtney seems like a cool chick &amp; shes pretty,love
i want is to be happy and to feel loved,love
im feeling ugly,sadness
im feeling stubborn today and got home and was like no way im gonna go get that mri soon,anger
i like her a lot as a person but i cant help feeling less that what she is she has my dream jobs shes more sociable shes a combat trainer,joy
is eyes its questionable whether shes feeling gracious today,love
i feel like i should be more bothered by this topic but for some reason im sor,anger
i feel really nervous about losing it i print the file out on to paper as a final security,fear
@jlynn242001 ur there when I'm not  lol,surprise
i feel useless i don t pay for anything i just sit on the computer and do nothing all day while waiting or sending out resumes,sadness
i feel grumpy to wake up so early,anger
Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I'll make some sales calls...,surprise
im going to sit and crochet some more squares and try not to feel alarmed at the amount of them i need to do before these babies are born,fear
i don t mean to behave so cut off but i feel so lethargic to utter one single word to anyone,sadness
happy mother's day!!!,love
i hate getting behind because then i feel pressured to get it all back up to date so i can move on to other projects,fear
i am sometimes confused as well for a moment in a time of need when the day to pay a bill has come and we dont have the money we need i sometimes feel confused as well,fear
@pixy88 Thank you! And I don't care for the look on his face.,love
i feel most frightened,fear
"Which was a curious sensation , since in fact her eyes were downcast , apparently studying the vinyl squares of the floo",sadness
"But Kirkwood , who was a particularly dejected figure after Monday 's decisive 1-0 defeat by Canada , injected some pride back into Irish ranks in the dying seconds when he flicked home the winne",sadness
i have chose for myself that makes me feel amazing,surprise
"@defeated possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk",surprise
"@Rilgon ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in",surprise
@kyladreams aw you're the shit  thanks so much for the twitter loveeee. i appreciate every last drop,love
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,joy
i feel like a woman should be respected at all times therefore i made the right decision he said,joy
i love the feeling of the cold nipping at my nose while im in warm clothes,anger
i feel really lucky that i m making a living doing this and i think it s important to pass the word about tap dance,joy
i know it seems strange writing to you after all this time and i honestly feel appalled at my behavior as a mother,anger
i feel like this week these photos are kind of boring and uninspiring,sadness
i feel you know basically like a fake in the realm of science fiction,sadness
i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,anger
i feel and i think that should be respected,joy
im feeling stressed overworked and running on fumes,anger
when my grandmother died after a long illness,sadness
i feel a bit shaken though,fear
@LoveLock12 while you awake ?,surprise
i feel most of the time i think i look pretty cute,joy
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,sadness
im tired or feeling a little shitty it always puts me in a better mood,sadness
@YoungPharoh and added it to his collection. i was too much of a punk bitch to ask for it back.,surprise
i feel like i was assaulted by a titanium hedgehog,fear
i inadvertently helped with a joke that hurt a classmates feelings and embarrassed her beyond all reason,sadness
i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,fear
getting reading to head home....work on that baby quilt.....can hardly wait to kiss that bald little grandbaby head  55 days to go....,love
i was left feeling slightly intimidated and overwhelmed,fear
when i was attacked by a teenage boy and had my wallet stolen,fear
Mansell was livid and admitted he ran away from the scene of the accident to avoid being tempted into big trou,anger
i feel such a longing to be near him when we dont,love
i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person,sadness
i felt afraid just before receiving the question paper of the part ii exam,fear
They looked furious when they saw our faces peering in and made frantic signs for us to close the curtains ag,anger
There was a hint of exasperation in his vo,anger
@Gosssy I'm good.,surprise
i feel helpless because i cannot stop it,fear
happy mothers day to all you mums out there,love
My Monday has been going extremely well. Not what I expected at all!,love
just found out that selena gomez's birthday is 6 days after mine,surprise
i still feel a little dazed and have that sort of disbelieving feeling of oh my god,surprise
i don t feel like i have a cold i just feel sick,anger
is going to see wolverine and is a lil bit excited,love
i feel dirty watching this series and you can tell how the series is trying to induce false emotions in the viewer,sadness
i feel fucked tape re recorded,anger
i feel really special and important,joy
i didnt feel i had put in half the effort or time and well quite frankly didnt feel like the pressure of it all,joy
i wake up i realize that my panty is wet and i feel very horny,love
i did a sketch of mikala and started working on panel four but im feeling particularly drained tonight,sadness
@RodrigoVaca I agree. Everybody would've been excited and then it goes... ohhhh nooooo..... MS screws up again..,surprise
im feeling adventurous and successful in my quest so far,joy
i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,fear
Thanks for the follow my new Twitpeeps!,surprise
"@DNEZTHATSME aw, virtual hug! lol i was just about to come to your page and say aah no congratulations? but you did",love
@Bern_morley where are you? In Bris? I can't hear any thunder,surprise
im feeling optimistic right now so ill project that out here,joy
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night,sadness
i feel pressured to be the perfect happy woman but it s because i have a hard time letting people in past a certain level so it just is easier to default to happy go lucky which i usually am anyway,fear
i feel a lot of bids i put in for work in for will get beaten on price and price alone,sadness
surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),surprise
i should feel complimented or insulted,anger
i feel unwelcome in my own country,sadness
i read your kindly feelings to the ones who are the very cause of your disruption you are a splendid person of the highest moral character i salute you,joy
i don t always have access to when i m feeling stressed which is usually the time i am most in need of the silence,sadness
Just got done watching Bedtime Stories! Love that movie!,love
i am not in general feeling particularly virtuous this month,joy
i want to please him but i feel resentful that he doesn t get how exhausted i feel all the time and how painful it is for me when i m not warmed up properly,anger
i don t think there s a woman around who hasn t felt the angst rosa feels as she deals with the death of her beloved aunt the chasm between her and her father,love
i love the passion and the feeling of wonderful uncertainty of those teenage years,joy
@ThiagoAcquaviva You're such a sappy little fellow!  Thanks for all the well wishes. I'll need them. After today I have one more exam.,love
I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,love
i was feeling listless from the need of new things something different,sadness
@tristanx We want pictures as proof though,surprise
Omg its so gross out. no  relays tonight!,surprise
i am suddenly feeling insulted while typing this down,anger
"@niksterz  Get Up, You are NOT old!  What did you do?! =O",surprise
i feel satisfied with our progress and proud of myself for doing it,joy
i completed this card a while ago but im not feeling it and was very reluctant to post,fear
i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,fear
i often feel bothered by it by my inability to stop loving people no matter how much time passes or how deeply they wrong me,anger
i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,love
i remember the day i was on the phone with my be fri shannon telling her how i cried because i was feeling truly happy again,joy
"A patient in an anxious state is more likely to bump into , or trip over , objects ; shaking or tense hands are more likely to drop things , spill things and so ",fear
im feeling shy im feeling mad im feeling sad,fear
@crazyness  o sweet i saw him last year with kenny &amp; sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,love
im feeling adventurous i get the philips better lemon chicken,joy
i am feeling extraordinarily jolly today,joy
happy mothers day!,love
i love to dance but often feel inhibited by my own body unsure what i am capable of hyper concerned about other people watching me and having opinions on my style or just feeling awkward as if i have no idea what i am supposed to do here,fear
i can t say it s made me feel any less depressed anxious but mingled in with the depression is a certainty that i can get to the other side if i keep putting one foot in front of the other,sadness
i feel completely listless running on auto,sadness
alice doesn't know what to wear to the cinema  &lt;3,surprise
i always feel a little sad when he goes as we sorta have a ren and stimpy theme about us oil and water gemini and scorpio soulmate friends,sadness
i feel as though i fucked up so majorly this summer that im cast off into an alternate universe that i went the wrong way on a timeline and im stuck in a world that the same as the one i knew in all but one way,anger
@devilworks wow.???? ??????,surprise
i feel greedy part comes in,anger
"Usually so mentally attuned , so aware of what she was thinking and feeling , he looked angry and nonplussed , unable to understand her with",surprise
@DJMel oh I don't love it. Just noting that remix kids seem to,surprise
@MrPresident92 I was just about to put in &quot;@&quot; and then my username.. Wow.,love
i feel like im perpetually half watching a sad movie,sadness
@BlokesLib sweet dreams to you too babe  MWAH,love
wondering what on earth is this new tools for,surprise
What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searchin,sadness
My besties. If only @ddlovato was there.  on Twitpic http://bit.ly/bRg6W (via @MileyCyrus),love
ive always longed to feel the beloved tenderness from a father,love
Have a huge block of snack chocolate here. Tis calling my name already,love
i sat silent and open mouthed as he rattled off the reasons why he loved me the special times we had shared which had confirmed his feelings and was amazed that they were the same reasons and times together that made me realize how much i loved him,surprise
ive been feeling a bit guilty lately that i havent indulged my project lovin girl with creative things during our afternoons together,sadness
@absolutelytrue  #nightshift I'm still working  luckily having fun with it. I can turn the music up when no one else is in the office. yay,surprise
i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second,fear
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,anger
i suspect feel less than fond in private,love
i had my carrot sticks not on the program they want you to eat super low gi veggies and carrots are relatively high in sugar however they were convenient and later another shake but i was still feeling pretty lousy,sadness
i finally feel i have accepted nashville as home,love
i feel as though there has been some divine intervention on my behalf,joy
i feel amazed knowing that it had been even bigger,surprise
i also feel like if google hated seo we d know it,sadness
i just love the polar bear in the back ground feeling a little camera shy at the moment,fear
i feel remorseful for not making the most with them,sadness
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,fear
i feel shaken and scared,fear
@tamamic - Definitely following @TorontoStarMaps - I've been &quot;following&quot; the creator of this feature since 2005!,love
i feel most vulnerable exhausted and plum used up i look up to the heavens and catch myself muttering pleading god be enough,fear
"i love this girl @esmeeworld ,she rocks!",love
i feel weird tonight,surprise
Smiley absolves all,love
i needed but i m feeling greedy,anger
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,surprise
i feel hopeful like things are going to be great and like things are great,joy
i bet you ll feel absolutely horny on watching shameless blond lad make his guy cry of pleasure caused by hottest fist fuck,love
im feeling indecisive about what i want to do with the rest of my life,fear
i use this wash as it is really nice and soothing and leaves my skin feeling lovely and its pink so bonus,love
i feel honored to receive the grassroots preservation award,joy
i like the domestic scene salty sweet combos recipe reviews the smell of rosemary babies the feeling of having exercised hand clapping rhymes books lost teacups and laundry that has been washed dried folded and put away,sadness
i still feel a little weird calling the ceo of my company bob but relented after he corrected me repeatedly,surprise
I think its cute my mom still waits up for me when I go out eventhoough I've spent 2 yrs out of the house. &lt;3 my mama,love
i left feeling satisfied that donna knew what she was doing and i was in capable hands,joy
@DavidArchie Good morning David! Happy Mother's Day to your mom lol. Too bad u can't be with her. She is so awesome!,love
i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,joy
Then his startled gaze met the glowing eyes above the white patch of the handkerchief the man was holding at his,surprise
i began to feel strange i thought to myself here it comes,fear
i feel idiotic calling again though,sadness
i feel so neurotic sometimes because usually even if i know we dont have something etc,fear
"mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY'S Chocolate Syrup!",love
Hello Twitters,surprise
i feel about the divine,joy
@jordanknight all is quiet in twitterland 2day.,surprise
@Twyst The devil you say!  I've been waiting for the Black Widow in movies and now she won't be awesome at all.,surprise
i also feel paranoid and anxious,fear
i remember hating walking from the car to the my classroom feeling judged and ugly and jeered at with every step,sadness
i generally don t eat a lot of junk it is mostly stress eating but as i become more comfortable with the child care i am feeling less stressed and eating less junk,anger
"` Of course , we were devastated , but we knew now what had been wrong all along -- and at least they could n't blame me any more ",sadness
awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;,love
i took a little liberty here artistic license perhaps and went with a festive feeling for these as well,joy
i can feel my artistic side melting away into nothing,joy
i do feel stressed i have a bunch of tools in my pocket to fight back with,anger
i don t feel unwelcome there,sadness
i feel distraught and devastated,fear
i feel just a tinge of melancholy around labor day weekend,sadness
"Mait was momentarily nonplussed , but soon recovered , as he mentally ran through the possible effects of this on hi",surprise
i died would alex and matt feel regretful for not coming to visit,sadness
says HAPPY MOTHER'S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,love
i was tired of feeling hurt,sadness
ill likely post more on those later but feel free to ask if you have questions,joy
i feel a gentle tap on my shoulder,love
i feel strongly impressed that there must be something for me to do,surprise
"@dashkaaa we always miss each other, don't we?",love
"@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha",love
"@destinyeyes i'm sorry! lol i have never had, like, actual time to spend there unfortunately. everything's always been INSANE when i go",surprise
"Nevertheless , the Commission 's disquiet has not prevented it from agreeing the designati",fear
i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time,anger
im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,anger
HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to @LuciIrene who became a mommy 2day,love
i feel so fucked up now i want to shut myself up,anger
Vincent was irritated but not dismay,fear
i guess im just feeling a little rebellious,anger
i closed my eye taking in the feeling wishing that i could go back in time and re live these amazing moments when i opened my eyes i was taken back by fahad s presence he was leaning against the skeleton of the swing set and smiling at me,surprise
i say that i feel like im being tortured by him,anger
nice turn of phrase from @samsoir &quot;Wakey wakey eggs and bakey! Time for coffee and the back to code!&quot; have fun at  #openhacklondon today,surprise
i repeat over and over in my life in which i try to take control in my life but it when it doesn t work i feel afraid that i have no control,fear
#3breakupwords you have changed,surprise
i was feeling very resentful,anger
i didnt feel insulted though,anger
i feel this ad does i m not impressed,surprise
"Unfortunately Chris 's health suffered , and she became very depresse",sadness
i will review the film after this blog entry but for now as i have david sitting here in my garden feeling slightly smug after just discovering his film had been shortlisted for best film out of entries,joy
i have played a great set i feel really hesitant to ask,fear
@NahLyssa  hey!! how are you??? you found me,surprise
i was feeling restless when i stepped into the kitchen to whip up this crunchy sweet treat,fear
@OHMYDAYSitsHayz lol! I thought it was pretty funny too!,love
i dont know what it is about me and sweets they make me feel bouncy and pleased with everything,joy
i should pull out if i feel resentful or edgy,anger
@Kohmahts ReTweeting's my favorite.    #palin,love
Happy Mothers Day,love
i feel like i have been really cranky at school these days,anger
where are britney g. and allan allan?  they are my favs and i think they are out of town?,surprise
i remember feeling humiliated because of the people in the front seat of the car,sadness
i feel so frustrated because i had a long weekday and i dont really have plenty of rest and right now he keeps on coming in the room,anger
arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long.,surprise
i cannot wait to be human again ahkman to feel your kiss but i am so frightened,fear
i have definitely felt the stirrings of spring and although i expect more winter weather in march i feel assured that the seasons are changing,joy
im home alone with my son and im feeling sad,sadness
morrrning. time for school. (: time to learn!,surprise
i wished i could feel more energetic and deal with less pain but it might be my best option,joy
i never feel shy to call or send a billion text messages to and i wont be bugging her,fear
@RSC_Girl123 Tom Petty and the Heartbreakers have my eternal love. Benjamin.  ????????????????????????????????????????????????????????????,love
i am worried that you might feel pressured or obligated that wasnt my intention and i am sensitive to your situation,fear
i feel like my meds arent working correctly and idk its weird,fear
im feeling a bit distressed about it,fear
i feel like i m on an emotional high with so much excitment,sadness
i couldn t help but feel personally insulted when oscar denounced the very idea as grotesque and unrealistic,anger
i would have never understood or valued the meaning of a life partner if i did not feel lonely,sadness
im years old and i must admit that it has made me feel uncomfortable,fear
"Athelstan sat in complete stupefaction , drinking his beer , as Cranston cleared every platter , washing it all down with another bowl of ",surprise
i feel like a dumb blonde she mumbled not realizing that alli was standing right next to her she desperately hoped she hadn t heard her say that,sadness
i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,fear
@newbouldm I love sausage too  #kitchenfire,love
"checked out Green Day on demand &amp; saw the new live videos. U were right, they did blow my mind  I love u SGB, even more all the time, Mom",love
i find this meeting a little scolding when anyone with less than five years of sobriety attempts to engage theres a definite feeling in the air that some horrible crime is being committed,sadness
id begun to feel empty and this was after having had several juices and lots of water water will only make you feel full for so long but it was quite good at rinsing out from my pie hole the putrid flavors id forced upon myself,sadness
i feel tranquil and content,joy
i feel like my relationship with christ has been shaky,fear
i feel affectionate toward the friends ive made online and admire their spirits and talents,love
"@unahealy wish i could go, but I have an exam the day after the only one i could to go to, so im not allowed  are you touring next year?",surprise
"He turned a livid , stubbled face to the cr",anger
i have to admit i have been feeling very disheartened and disillusioned with the whole publishing community for months,sadness
i was feeling pretty bitchy,anger
i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,anger
i actually just took a two hour break because i was feeling too pissed to keep writing,anger
i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,surprise
i do not feel like i am intelligent enough to be a teacher,joy
All the talk of weddings made Anne feel downhearted and impatient with the secrecy that John insisted o,sadness
i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,love
"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me.",surprise
im freaking out worried feeling rejected,sadness
i feel insulted by this that he doesnt even respect me enough to let me know hes not coming not until i indicated i was going to bed,anger
i feel devastated for a young man,sadness
im feeling so doubtful today,fear
@halina1979 what sun?,surprise
i am feeling jealous i remind myself of this story and it keeps me on the path to better living,anger
i just feel like if i don t suffer to produce something then it s not worthwhile,joy
@ineska awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.,surprise
i left you i was feeling pretty defeated,sadness
"Exhausted and nervous , councillors disappear into small caba",fear
i get the feeling this miserable narrator is pining for an ex lover dreaming of her return and wonders whether he should unlock his door in case she should come this way and in and have a drink and dancing,sadness
im feeling playful takes user to an interactive google doodle such as the one for pac man,joy
i was feeling extremely anxious,fear
@Lauratheexpat very very cute  and fun to watch.,love
@LironD keep dreamin'!!!! Though.... if she does.... hook me up  LOL,surprise
i drove to class i was feeling a little apprehensive but still no sweat,fear
i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare,anger
